song_id,song_title,artist,popularity,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode,youtube_view_count,youtube_video_title
spotify:track:6xtcFXSo8H9BZN637BMVKS,Let You Love Me,[Rita Ora],91,0.854,0.0773,94.419,0.198,0.288,0,4,0.531,10,190000,-3.149,0.456,1,100753272,Rita Ora - Let You Love Me (Official Video)
spotify:track:6WSAPEkvEfcEUgSTAo1D3S,Vuelve,"[Sebastian Yatra, Beret]",80,0.474,0.135,77.811,0.052,0.559,0,4,0.716,11,224013,-6.714,0.302,1,99105917,Sebastián Yatra Beret - Vuelve
spotify:track:4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,"[Tiësto, Dzeko, Preme, Post Malone]",89,0.834,0.0586,128.005,0.045,0.374,0,4,0.747,3,215760,-2.867,0.687,0,98437258,Tiësto & Dzeko ft. Preme & Post Malone - Jackie Chan (Official Lyric Video)
spotify:track:7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine),"[A$AP Rocky, Skepta]",88,0.569,0.1,80.02,0.136,0.0609,0.0816,4,0.85,5,205040,-8.152,0.294,0,97772995,A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta
spotify:track:3Hb9kUdm4yf839Fle4RIdT,Parado no Bailão,"[MC L da Vinte, MC Gury]",80,0.599,0.0775,86.533,0.149,0.381,0,5,0.828,11,171692,-1.624,0.478,1,97571559,MC L Da Vinte e MC Gury - Parado no Bailão (Clipe Oficial) Lançamento 2018
spotify:track:4u8RkgV6P4TLi89SmlUtv8,Mundo,[IV Of Spades],75,0.401,0.0735,140.031,0.0376,0.176,8.66E-06,4,0.705,6,349713,-8.9,0.481,1,94563370,"IV of Spades perform ""Mundo"" LIVE on Wish 107.5 Bus"
spotify:track:6XBjCetHKdO5L9cwMDVffw,Hipócrita,"[Anuel Aa, Zion]",86,0.858,0.61,92.05,0.0471,0.303,0,4,0.79,2,192000,-2.78,0.79,1,92604483,Anuel AA - Hipócrita feat. Zion
spotify:track:1jQvUmf16VE9WQCPuK2e8K,STOOPID,"[6ix9ine, Bobby Shmurda]",88,0.63,0.162,149.989,0.395,0.13,0,4,0.733,11,152000,-4.296,0.832,1,92304477,6IX9INE - STOOPID FT. BOBBY SHMURDA (Official Music Video)
spotify:track:7l3E7lcozEodtVsSTCkcaA,ZEZE (feat. Travis Scott & Offset),"[Kodak Black, Offset, Travis Scott]",95,0.615,0.0965,98.056,0.219,0.071,0,4,0.826,8,225199,-7.979,0.543,0,91065615,Kodak Black - ZEZE (feat. Travis Scott & Offset) (Official Audio)
spotify:track:5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),"[Calvin Harris, Sam Smith, Jessie Reyez]",95,0.768,0.325,123.07,0.0394,0.0119,4.91E-06,4,0.781,11,213309,-5.991,0.486,1,90009330,Calvin Harris Sam Smith - Promises (Official Lyric Video)
spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"[Avicii, Sandro Cavazza]",83,0.863,0.0406,134.004,0.0457,0.0018,0,4,0.653,2,181673,-4.799,0.276,1,89793886,Avicii - Without You ft. Sandro Cavazza
spotify:track:5U28PY9MekLyCBYtLHGQpe,Meu Abrigo,[Melim],81,0.572,0.125,92.011,0.0304,0.214,0,4,0.658,3,231474,-7.527,0.741,1,88858322,Melim - Meu Abrigo
spotify:track:0ztDBQdQmdVZvorSmIjMih,Tagpuan,[Moira Dela Torre],70,0.121,0.0788,135.268,0.0345,0.862,0,4,0.566,8,260240,-8.206,0.293,1,88005028,Moira Dela Torre - Tagpuan (Lyrics)
spotify:track:6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,"[Lil Baby, Drake]",88,0.346,0.108,119.958,0.53,0.035,0,4,0.964,5,142273,-9.309,0.562,0,87063741,Drake & Lil Baby - Yes Indeed (Lyrics)
spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,Falling Down - Bonus Track,"[Lil Peep, XXXTENTACION]",95,0.574,0.146,120.013,0.0286,0.0175,0.00294,4,0.669,4,196400,-6.442,0.273,0,85513945,Lil Peep & XXXTENTACION - Falling Down
spotify:track:4iGwWeV7XVIWO9Yy5QExOr,Zé da Recaída,[Gusttavo Lima],79,0.832,0.0878,135.137,0.0385,0.206,0,4,0.841,5,168459,-2.018,0.904,1,85468839,Gusttavo Lima - Zé da Recaída - #OEmbaixador
spotify:track:2PADJK4rhdklqFLQFa5oMX,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,[Atitude 67],75,0.841,0.723,162.961,0.0591,0.599,0,4,0.673,4,210387,-4.968,0.663,1,84666675,Atitude 67 - Cerveja De Garrafa (Fumaça Que Eu Faço)
spotify:track:3AZg5nZgMquXJ67KgpngKX,Copines,[Aya Nakamura],77,0.778,0.112,180.033,0.092,0.289,2.36E-06,4,0.71,8,170701,-3.985,0.896,0,84586244,Aya Nakamura - Copines (Clip officiel)
spotify:track:6CTWathupIiDs7U4InHnDA,Trip,[Ella Mai],85,0.61,0.107,79.882,0.144,0.225,0,4,0.477,11,213993,-5.628,0.358,0,82724843,Ella Mai - Trip (Audio)
spotify:track:0Vmk6Ebk4QBq7r0VAz2a6s,Bakit Ba Ikaw,[Michael Pangilinan],69,0.48,0.112,119.903,0.0284,0.549,0,4,0.668,10,245587,-5.469,0.277,1,80944086,"Michael Pangilinan sings ""Bakit Ba Ikaw"" LIVE on Wish 107.5 Bus"
spotify:track:0sPTfDSZgE3KvcvqaKPtEx,Tanta Falta,[Bryant Myers],83,0.728,0.2,89.999,0.0916,0.135,1.00E-06,4,0.856,7,181093,-3.497,0.797,1,80495665,Bryant Myers - Tanta Falta (Video Oficial)
spotify:track:1h9P5WJwyvK8OB7O2YiXgp,Ibiza,"[Ozuna, Romeo Santos]",87,0.71,0.108,192.046,0.334,0.254,0,4,0.691,5,200747,-5.144,0.726,1,80483339,Ozuna - Ibiza (Feat. Romeo Santos) (Audio Oficial)
spotify:track:7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),"[Loud Luxury, brando]",71,0.764,0.0543,121.958,0.038,0.0476,9.44E-05,4,0.752,1,163216,-4.399,0.582,1,80366738,Loud Luxury feat. brando - Body (Official Lyric Video)
spotify:track:4kiauw5SBqEsu5GuGD09aM,Novinha Você É uma Flor,[MCs Thin e Alexandre],77,0.469,0.0988,130.126,0.109,0.23,0,4,0.86,7,143971,-6.262,0.769,1,80134829,MCs Thin e Alexandre - Novinha Você É Uma Flor (kondzilla.com)
spotify:track:17UUYZ290omPaJY4wKeyHh,Me Dijeron,[Ozuna],84,0.841,0.291,94.021,0.0524,0.0273,0,4,0.8,5,170133,-2.817,0.798,0,79494135,Ozuna - Me Dijeron (Video Oficial)
spotify:track:1usoXi4f0BnMART4uActEA,Mocca - Remix,"[Lalo Ebratt, J Balvin, Trapical]",82,0.758,0.388,98.007,0.189,0.213,0,4,0.732,11,202876,-1.694,0.78,1,79055128,Lalo Ebratt Trapical - Mocca
spotify:track:4J7XN3KBqVH0ftG52SpkRf,Dalida,[Soolking],74,0.723,0.104,140.063,0.047,0.661,1.46E-05,4,0.759,7,224154,-4.66,0.467,0,78000580,Soolking - Dalida (Clip Officiel) Prod by Diias
spotify:track:2xGjteMU3E1tkEPVFBO08U,This Is Me,"[Keala Settle, The Greatest Showman Ensemble]",69,0.704,0.0424,191.702,0.186,0.00583,0.000115,4,0.284,2,234707,-7.276,0.1,1,77944685,The Greatest Showman Cast - This Is Me (Official Lyric Video)
spotify:track:28O1p0bQXH2F6Qn8jBZZR4,Ponle,"[Rvssian, Farruko, J Balvin]",80,0.772,0.0851,94.028,0.194,0.187,0.00181,4,0.857,10,164765,-4.736,0.589,0,77072480,Rvssian Farruko J Balvin - Ponle (Official Video)
spotify:track:7boPPE857KEqCIHNwFkDop,Audio,"[Sia, Diplo, Labrinth, LSD]",81,0.692,0.0862,89.998,0.0671,0.192,1.51E-06,4,0.365,3,203400,-4.586,0.372,0,76098927,LSD - Audio (Official Video) ft. Sia Diplo Labrinth
spotify:track:79HTe42PihWUUq4BDjcuCq,Usted,"[Juan Magán, Mala Rodríguez]",78,0.833,0.273,104.879,0.0618,0.0155,0,4,0.712,0,233749,-4.101,0.326,1,75563672,Juan Magan Mala Rodríguez - Usted (Lyric Video)
spotify:track:60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),"[Eminem, Joyner Lucas]",92,0.786,0.127,153.068,0.306,0.0627,0,4,0.876,10,244679,-4.884,0.575,0,74372231,Eminem - Lucky You ft. Joyner Lucas
spotify:track:4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),"[Martin Garrix, Bonn]",86,0.486,0.111,128.038,0.0311,0.0129,0,4,0.414,6,230762,-6.431,0.368,0,74235405,Martin Garrix feat. Bonn - High On Life (Official Video)
spotify:track:6Lc0La3OwOmAouQjbID4uX,Nera,[Irama],74,0.819,0.165,133.997,0.105,0.136,0,4,0.767,0,174147,-5.114,0.799,1,73796613,NERA — IRAMA OFFICIAL VIDEO
spotify:track:2wRkBumdItthjYP9XknImg,Está Rico,"[Marc Anthony, Will Smith, Bad Bunny]",85,0.74,0.0992,130.04,0.283,0.266,0,4,0.817,11,215151,-4.566,0.674,0,73614519,Marc Anthony Will Smith Bad Bunny - Está Rico (Official Video)
spotify:track:4OafepJy2teCjYJbvFE60J,breathin,[Ariana Grande],91,0.656,0.213,100.049,0.0433,0.0211,1.37E-05,4,0.568,8,198160,-5.413,0.364,1,72684394,Ariana Grande - breathin (audio)
spotify:track:6qk9lEM6UIxNbAuI0PpOLu,Air Max,"[Rim'K, Ninho]",69,0.591,0.102,141.888,0.459,0.26,0,4,0.82,1,205867,-7.338,0.551,1,72526511,Rim'K - Air Max ft. Ninho
spotify:track:2cYnZNzFRFK0H7vSNxPsUq,Ella Quiere Beber - Remix,"[Anuel Aa, Romeo Santos]",80,0.665,0.0515,95.239,0.124,0.265,0,4,0.751,8,219357,-3.083,0.698,1,71298530,Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos
spotify:track:3CACzG9I3AoKUKA3ODE5zW,Me Vas a Extrañar - En Vivo,"[Damas Gratis, Viru Kumbieron]",78,0.809,0.699,88.418,0.0357,0.323,0,4,0.419,11,238528,-4.596,0.635,1,71176002,Damas Gratis - Me Vas a extrañar (en vivo)  Feat Viru Kumbieron
spotify:track:15kQGEy89K8deJcZVFEn0N,This Feeling (feat. Kelsea Ballerini),"[The Chainsmokers, Kelsea Ballerini]",89,0.571,0.0912,105.049,0.0439,0.0558,0,4,0.575,1,197947,-7.906,0.449,1,70657281,The Chainsmokers - This Feeling ft. Kelsea Ballerini (Lyric Video)
spotify:track:0XySogm94T51XF5F2jumXm,All Girls Are The Same,[Juice WRLD],87,0.529,0.0856,161.989,0.307,0.0769,0.000335,4,0.671,0,165820,-7.226,0.203,1,70509760,Juice WRLD - All Girls Are The Same (Dir. by @_ColeBennett_)
spotify:track:1LO951RWD10l9Vys0NrFty,No Te Contaron Mal,[Christian Nodal],78,0.57,0.143,163.2,0.0374,0.388,0,4,0.617,9,156947,-3.074,0.632,0,70461492,Christian Nodal - No Te Contaron Mal (Video Oficial)
spotify:track:4F4TGsDYacEbw4PLAIyJ2e,Skibidi,[Little Big],66,0.758,0.0632,131.995,0.0542,8.14E-05,0.387,4,0.872,0,163283,-6.006,0.91,1,70306152,LITTLE BIG – SKIBIDI (official music video)
spotify:track:0O4XHiuVt3dBaOzSI49BtF,Bella,"[MHD, WizKid]",68,0.639,0.124,102.045,0.125,0.422,0,4,0.767,6,183745,-6.633,0.653,0,70286858,MHD - Bella (feat. WizKid)
spotify:track:1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,[Sheck Wes],93,0.625,0.248,146.034,0.0315,0.194,0.00986,4,0.729,4,183907,-5.266,0.261,1,69395164,Sheck Wes - Mo Bamba
spotify:track:69Sy7207dnixZ6w7RSV9Kb,RISE,"[League of Legends, The Glitch Mob, Mako, The Word Alive]",80,0.663,0.0621,176.791,0.1,0.0169,0,4,0.459,8,192881,-5.939,0.412,0,69080056,RISE (ft. The Glitch Mob Mako and The Word Alive) | Worlds 2018 - League of Legends
spotify:track:1DcxnVNFAyVl2sDQ646pXS,PPP,[Kevin Roldan],85,0.65,0.122,92.975,0.109,0.363,8.17E-05,4,0.786,4,129040,-6.839,0.712,1,67958496,Kevin Roldan - PPP (Official Video)
spotify:track:59PYgzOiOjGDzjDT5N5oOX,Asesina - Remix,"[Brytiago, Daddy Yankee, Ozuna, Darell, Anuel Aa]",79,0.69,0.413,94.194,0.226,0.589,0,4,0.825,10,327467,-4.252,0.516,0,67518155,Asesina Remix - Brytiago / Darell / Daddy Yankee / Ozuna / Anuel AA
spotify:track:3ao3OVxHlb3C08vAaApUlm,Imposible,"[Luis Fonsi, Ozuna]",85,0.764,0.102,90.979,0.0798,0.122,0,4,0.786,11,163880,-2.935,0.913,1,65713484,Luis Fonsi Ozuna - Imposible (Official Video)
spotify:track:6NFKf8vBApSvtzkapYmnVR,Tadhana,[Up Dharma Down],69,0.322,0.0809,155.982,0.0369,0.165,0.0296,4,0.686,6,222447,-13.2,0.511,1,65008604,Tadhana - Up Dharma Down
spotify:track:1A6OTy97kk0mMdm78rHsm8,Sunflower - Spider-Man: Into the Spider-Verse,"[Post Malone, Swae Lee]",95,0.498,0.0706,89.95,0.0504,0.551,0,4,0.753,2,158053,-5.61,0.927,1,63829165,Post Malone Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)
spotify:track:5Vw6ZLNB6Ko7VZM6vmNIbr,O Alvo - Ao Vivo,"[Diego & Victor Hugo, Henrique & Juliano]",79,0.808,0.742,126.821,0.0494,0.543,0,4,0.551,10,164956,-3.367,0.505,1,63821833,Diego & Victor Hugo - O Alvo (Ao Vivo) ft. Henrique & Juliano
spotify:track:7KdcbYcVF8LkQeQcTYOixJ,Vingança - Ao Vivo,"[Luan Santana, MC Kekel]",75,0.729,0.201,165.959,0.128,0.151,0,4,0.608,1,181512,-7.4,0.431,1,63031762,Luan Santana | Vingança ft Mc Kekel (Video Oficial) - Live-Móvel
spotify:track:2X8sssaxS5GReg6945B6RW,Só Pra Castigar,[Wesley Safadão],81,0.94,0.578,124.015,0.0386,0.0201,0,4,0.681,0,163851,-1.77,0.648,1,61434147,Wesley Safadão - Só Pra Castigar (WS Mais Uma Vez) (Vídeo Oficial)
spotify:track:5Xn4IyTtW6FUGIUyWjbUHG,Goodbye (feat. Nicki Minaj & Willy William),"[Jason Derulo, David Guetta, Nicki Minaj, Willy William]",88,0.904,0.189,103.028,0.0739,0.0776,0,4,0.643,0,195419,-3.694,0.481,1,61207260,Jason Derulo x David Guetta - Goodbye (feat. Nicki Minaj & Willy William) (Official HD Lyric Video)
spotify:track:0TlLq3lA83rQOYtrqBqSct,Nonstop,[Drake],91,0.412,0.104,154.983,0.124,0.0164,0.013,4,0.912,7,238614,-8.074,0.422,1,60401146,Nonstop
spotify:track:14hLSMLJ86sHRklJ62tH58,Django,"[Dadju, Franglish]",72,0.587,0.159,195.927,0.253,0.416,0,4,0.619,8,249240,-6.771,0.717,0,58561626,DADJU - Django ft. Franglish (Clip Officiel)
spotify:track:5h8VHxOBK1VWWj46T8fSly,TELÉFONO,[Aitana],81,0.829,0.0698,172.161,0.158,0.102,0.000177,4,0.691,11,163294,-4.627,0.564,0,58534225,Aitana - TELÉFONO
spotify:track:5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,"[Pedro Capó, Farruko]",79,0.773,0.143,126.899,0.0524,0.323,0,4,0.826,11,238200,-4.218,0.761,0,57648334,Pedro Capó Farruko - Calma (Remix - Official Video)
spotify:track:4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),"[Bazzi, Camila Cabello]",91,0.717,0.105,100.027,0.0337,0.346,0,4,0.638,2,180000,-4.722,0.249,1,56364148,Bazzi - Beautiful feat. Camila (Official Audio)
spotify:track:2JqnpexlO9dmvjUMCaLCLJ,Love Someone,[Lukas Graham],86,0.415,0.108,172.065,0.052,0.161,0,4,0.55,9,205463,-6.557,0.274,0,56149712,Lukas Graham - Love Someone (OFFICIAL MUSIC VIDEO)
spotify:track:13E2wgUjmdunrlq3Vbxv8T,W.L.G,[Niska],74,0.624,0.125,155.026,0.141,0.113,0,4,0.792,2,190452,-5.781,0.447,1,54157733,Niska - W.L.G (Clip Officiel)
spotify:track:7dNwJbsT0sg1le5kVugGJb,Bubalu,"[DJ Luian, Mambo Kingz, Anuel Aa, Becky G, Prince Royce]",75,0.355,0.118,145.929,0.0895,0.616,0,4,0.8,6,228493,-10.47,0.253,0,54112187,Bubalu - Anuel AA x Prince Royce x Becky G x Mambo Kingz x Dj Luian
spotify:track:78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),"[Lil Baby, Gunna]",85,0.671,0.552,112.502,0.289,0.103,0,4,0.896,1,145543,-6.977,0.358,0,54031482,Lil Baby x Gunna - Drip Too Hard (Official Audio)
spotify:track:6rrTr2HEAzlpC4KWZxF3S1,Woman Like Me (feat. Nicki Minaj),"[Little Mix, Nicki Minaj]",90,0.849,0.0878,150.036,0.0536,0.173,0,4,0.757,5,228207,-3.424,0.826,0,53679803,Little Mix - Woman Like Me (Official Video) ft. Nicki Minaj
spotify:track:2wTxJWt2gA9a1Z94dTnPiI,Oks Lang,[John Roa],69,0.237,0.0961,80.13,0.0451,0.855,0.000386,4,0.313,9,336369,-14.538,0.165,1,53660571,Oks Lang Ako by JROA Lyrics
spotify:track:3dCEtkAfWhk15bLAWZAKLy,D'estate non vale (feat. Ana Mena),"[Fred De Palma, Ana Mena]",76,0.748,0.0789,179.919,0.142,0.0852,0,4,0.658,11,157176,-5.802,0.69,0,53503254,Fred De Palma - D'Estate non vale (feat. Ana Mena) (Official Video)
spotify:track:7uTv9wHkOPh5P9HFmkOE28,Problema Seu,[Pabllo Vittar],68,0.83,0.134,135.062,0.0367,0.014,0,4,0.872,10,162465,-5.301,0.568,0,53384711,Pabllo Vittar - Problema Seu (Official Music Video) 💎✨
spotify:track:7jr3iPu4O4bTCVwLMbdU2i,Kiss and Make Up,"[Dua Lipa, BLACKPINK]",91,0.729,0.303,99.895,0.137,0.0658,0,4,0.678,8,189173,-4.188,0.643,1,53337771,Dua Lipa & BLACKPINK - Kiss and Make Up (Official Audio)
spotify:track:7LPR6AdkOQR9WpEixCGNCk,Sapequinha,"[Lexa, MC Lan]",79,0.984,0.0632,150.086,0.286,0.211,0,4,0.677,11,134107,-3.539,0.906,0,52814982,Lexa e Mc Lan - Sapequinha :: (Coreografia Oficial)
spotify:track:6JQvHMSaR8flFsN53ypOfP,Noticed,[Lil Mosey],86,0.558,0.116,79.992,0.0603,0.462,0,4,0.699,11,165000,-7.622,0.493,1,52371182,Lil Mosey - Noticed (Dir. by @_ColeBennett_)
spotify:track:1rqqCSm0Qe4I9rUvWncaom,High Hopes,[Panic! At The Disco],91,0.904,0.064,82.014,0.0618,0.193,0,4,0.579,5,190947,-2.729,0.681,1,52265253,Panic! At The Disco: High Hopes (OFFICIAL VIDEO)
spotify:track:7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,[YNW Melly],80,0.73,0.11,115.007,0.0516,0.145,3.06E-06,4,0.759,0,268434,-7.985,0.74,0,51354873,YNW Melly - Murder On My Mind (Official Video)
spotify:track:5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),"[Silk City, Dua Lipa, Diplo, Mark Ronson]",92,0.67,0.338,118.159,0.0473,0.0104,3.33E-06,4,0.588,0,238173,-6.439,0.505,1,50816541,Silk City Dua Lipa - Electricity (Official Video) ft. Diplo Mark Ronson
spotify:track:4J4zx8xGJpuGndrVc06KaT,Diamond Heart,"[Alan Walker, Sophia Somajo]",86,0.638,0.631,89.98,0.0438,0.129,0,4,0.499,0,239835,-6.145,0.253,1,49664258,Alan Walker - Diamond Heart (feat. Sophia Somajo)
spotify:track:4W3FJapn5CD6Fnrlfj4HFe,Booty,"[C. Tangana, Becky G, Alizzz]",78,0.771,0.0901,102.927,0.0804,0.0167,2.04E-06,4,0.825,1,173366,-4.116,0.718,1,49600327,C. Tangana Becky G - Booty (Video Oficial)
spotify:track:0QnEGWGECQUPuE3m8L6hdT,Jaloux,[Dadju],75,0.797,0.399,139.992,0.0739,0.193,0,4,0.558,8,233986,-3.89,0.368,0,49371094,DADJU -  Jaloux (Clip Officiel)
spotify:track:0YammaEkYSeo9vQYZ1OwS6,Say My Name,"[David Guetta, Bebe Rexha, J Balvin]",84,0.66,0.192,95.031,0.123,0.137,0,4,0.703,10,198947,-5.119,0.79,0,49205656,David Guetta Bebe Rexha & J Balvin - Say My Name (Lyric video)
spotify:track:04MLEeAMuV9IlHEsD8vF6A,No Stylist,"[French Montana, Drake]",91,0.704,0.227,147.055,0.127,0.0215,0,4,0.765,5,192172,-4.589,0.498,0,49164512,French Montana - No Stylist ft. Drake
spotify:track:2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,"[December Avenue, Moira Dela Torre]",79,0.482,0.187,133.894,0.0288,0.161,0,4,0.502,4,267759,-4.736,0.132,1,48686887,December Avenue feat. Moira Dela Torre - Kung 'Di Rin Lang Ikaw (OFFICIAL MUSIC VIDEO)
spotify:track:3DKpA54hrFIdPN6AtL9HXa,I'll Never Love Again - Film Version - Radio Edit,"[Lady Gaga, Bradley Cooper]",80,0.335,0.0979,109.908,0.0298,0.785,1.25E-06,4,0.45,7,281235,-7.464,0.25,1,47014991,Lady Gaga Bradley Cooper - I'll Never Love Again (A Star Is Born)
spotify:track:3fw3W15QK6a9UxJGgndtYu,Fotografia (feat. Francesca Michielin & Fabri Fibra),"[Carl Brave, Francesca Michielin, Fabri Fibra]",73,0.539,0.0959,167.125,0.169,0.0438,0,4,0.707,0,221413,-5.321,0.423,0,46920473,Carl Brave - Fotografia ft. Francesca Michielin Fabri Fibra
spotify:track:4iCJFRTRsFlj4UWoEd7bS9,Perdón,"[David Bisbal, Greeicy]",74,0.855,0.124,179.984,0.0846,0.291,0,4,0.673,11,206497,-4.528,0.96,0,46228427,David Bisbal Greeicy - Perdón
spotify:track:1qCLx3nX25NuhfPjM5E1qV,Ouvi Dizer,[Melim],76,0.614,0.093,81.011,0.0532,0.0745,0,4,0.641,7,210889,-7.847,0.727,1,46047968,Melim - Ouvi Dizer
spotify:track:4h3SqMd5F16XJVdGp5fsZG,À nos souvenirs,[Trois Cafés Gourmands],70,0.856,0.0955,133.847,0.134,0.305,0,4,0.676,1,192990,-4.609,0.455,0,45869649,Trois Cafés Gourmands - À nos souvenirs (Clip officiel)
spotify:track:5d35jcJj7WjDQBOHCHPY6t,Melodien (feat. Juju),"[Capital Bra, Juju]",80,0.529,0.0944,100.262,0.143,0.0849,0,4,0.751,11,159518,-7.407,0.33,0,45771054,Capital Bra feat. Juju - Melodien (prod. The Cratez)
spotify:track:4T3fNx3CgwDRRYgmFCbD4J,Better,[Khalid],91,0.585,0.14,97.565,0.0964,0.0984,0.391,4,0.442,0,229413,-10.332,0.116,0,45764445,Khalid - Better (Official Audio)
spotify:track:14JzyD6FlBD5z0wV5P07YI,when the party's over,[Billie Eilish],92,0.104,0.0895,124.001,0.0621,0.979,7.86E-05,3,0.498,1,199931,-14.08,0.205,0,45710925,Billie Eilish - when the party's over
spotify:track:4as4XEOR03oGm1STUKl6pa,BBIBBI,[IU],76,0.617,0.3,143.894,0.331,0.241,0,4,0.839,7,194426,-4.692,0.821,1,45131205,(MV) IU(아이유) _ BBIBBI(삐삐)
spotify:track:1Lfjom9CoL5hIyvjYey9zs,Moscow Mule,[Benji & Fede],71,0.726,0.131,108.507,0.184,0.464,0,4,0.497,7,181194,-5.03,0.867,0,43565656,Benji & Fede - Moscow Mule (Official Video)
spotify:track:0aZfIiaO3b2HTNxZ3sv1cg,Devagarinho,[Luísa Sonza],79,0.78,0.189,102.057,0.0574,0.309,5.45E-05,4,0.797,1,137045,-6.044,0.823,0,43434844,Luísa Sonza - Devagarinho
spotify:track:6jreFSOTUAViWjKyzOC4Kg,REMEDY,[Alesso],87,0.775,0.0883,119.964,0.0473,0.269,0,4,0.601,0,190295,-4.612,0.483,1,43189905,Alesso - REMEDY (Official Music Video)
spotify:track:2A2Q4CYBcVvBF2OqgJ3OWX,Ya No Quiero Ná,[Lola Indigo],76,0.467,0.0803,129.016,0.173,0.12,7.60E-05,4,0.846,2,192975,-7.178,0.367,1,42968029,Lola Indigo - Ya No Quiero Ná
spotify:track:5TUYLsiIi3tuvR2fCJjZUy,Kikadinha,[Jerry Smith],79,0.662,0.039,184.091,0.265,0.143,0.000475,4,0.756,2,146087,-6.15,0.848,1,42841947,Jerry Smith - Kikadinha (Clipe Oficial)
spotify:track:38mCl4EuWhML4eaZPdNQ3a,Él no soy yo,[Blas Cantó],62,0.727,0.115,120.003,0.0324,0.00953,0,4,0.67,1,279240,-7.679,0.405,0,42290465,Blas Cantó - Él no soy yo (Videoclip Oficial)
spotify:track:3ngc7rGlfeFaskU90EWl4R,You Say,[Lauren Daigle],83,0.637,0.0882,147.924,0.0333,0.669,0,4,0.494,5,274693,-6.381,0.1,1,42268983,Lauren Daigle - You Say (Official Music Video)
spotify:track:2GGMabyHXnJmjY6CXhhB2e,Money,[Cardi B],86,0.59,0.11,130.003,0.29,0.00534,0,4,0.95,8,183527,-6.508,0.219,0,42161960,Cardi B - Money (Official Audio)
spotify:track:17LxkTp8UNbPcYrDrI6UOq,Contigo Siempre,"[Alejandro Fernandez, Sebastian Yatra]",76,0.503,0.0978,145.945,0.0414,0.0418,0,4,0.661,7,201440,-8.508,0.731,1,42009944,Alejandro Fernández Sebastián Yatra - Contigo Siempre
spotify:track:6xLvYhLOW2oETJoZv8ChU8,Mujeres,"[Mozart La Para, Justin Quiles]",80,0.767,0.261,99.972,0.0686,0.204,7.93E-05,4,0.835,1,187667,-5.699,0.71,0,41327264,Mujeres - Mozart La Para Justin Quiles (Video Oficial)
spotify:track:6MJUCumnQsQEKbCy28tbCP,Adictiva,"[Daddy Yankee, Anuel Aa]",63,0.771,0.172,99.038,0.0563,0.291,5.62E-05,4,0.788,4,207853,-3.206,0.701,0,40898893,Daddy Yankee & Anuel AA - Adictiva (Video Oficial)
spotify:track:00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,[December Avenue],77,0.761,0.148,155.981,0.0302,0.0846,0,4,0.518,7,285138,-3.905,0.282,1,40703293,December Avenue - Sa Ngalan Ng Pag-Ibig (OFFICIAL MUSIC VIDEO)
spotify:track:1he4G9w0zh5GokInpOSINW,Ni La Hora,"[Ana Guerra, Juan Magán]",77,0.789,0.179,90.054,0.101,0.235,0,4,0.789,0,198407,-2.738,0.958,1,40428750,Ana Guerra Juan Magan - Ni La Hora
spotify:track:5e45GhSF18JYoLpaq2F48h,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo)","[Steve Aoki, Daddy Yankee, Play-N-Skillz, Elvis Crespo]",78,0.942,0.0581,130.019,0.107,0.00175,0.000461,4,0.715,8,226162,-2.889,0.818,1,40211423,Steve Aoki Daddy Yankee Play N Skillz & Elvis Crespo - Azukita (Official Video) (Ultra Music)
spotify:track:7BwxbmYFy0l3ROHDjV2c14,Culpable O No - Miénteme Como Siempre,[Luis Miguel],76,0.367,0.0433,70.276,0.0277,0.0367,0,4,0.54,0,237240,-14.238,0.252,1,39676339,Culpable o no (mienteme como siempre) - Luis Miguel
