Pos,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
1456.0,Cash Cash - All My Love||../track/1839RWzPRZCVgvamu4sHSN.html,6.0,,115.0,,"4,352,749","24,963,585"
1457.0,Kodak Black - Calling My Spirit||../track/2MShy1GSSgbmGUxADNIao5.html,5.0,,129.0,,"6,148,017","24,953,621"
1458.0,Bad Bunny - Chambea||../track/6ElmxV9B2mSNscEjP27M7i.html,6.0,,142.0,,"4,697,776","24,883,819"
1459.0,Gryffin - Tie Me Down||../track/4QVS8YCpK71R4FsxSMCjhP.html,5.0,,101.0,,"5,596,623","24,835,125"
1460.0,Kendrick Lamar - GOD.||../track/5p3NP9mQblDsVJLdfNZJ3I.html,4.0,,39.0,,"11,197,392","24,827,306"
1461.0,XXXTENTACION - Carry On||../track/2yZax79pOrYuyIFVW2cZY2.html,5.0,,92.0,,"6,050,922","24,760,748"
1462.0,Alesso - I Wanna Know||../track/0yuBwKZJLISISw2jxv0KMu.html,11.0,,127.0,,"2,662,667","24,746,227"
1463.0,Wyclef Jean - Divine Sorrow||../track/007lsEHi6fP9LoYB7czYUa.html,12.0,,59.0,,"3,041,370","24,738,083"
1464.0,Drake - Finesse||../track/590bUp2TKTfTS9NfiD4Nmn.html,3.0,,38.0,,"14,514,123","24,703,760"
1465.0,LunchMoney Lewis - Whip It!||../track/4viUsO0ZnlZrVCM945K6on.html,14.0,,120.0,,"2,008,270","24,628,540"
1466.0,Kylie Minogue - Santa Baby||../track/2SBr3MK1sdMs8IxdRcN6qz.html,4.0,,72.0,,"9,238,070","24,582,637"
1467.0,Post Malone - Deja Vu||../track/0H8XeaJunhvpBdBFIYi6Sh.html,9.0,,119.0,,"3,766,713","24,563,030"
1468.0,Travis Scott - R.I.P. SCREW||../track/4SZepBIPDRwPaHIjAKwRDb.html,3.0,,25.0,,"14,720,921","24,525,276"
1469.0,Nico & Vinz - In Your Arms||../track/4i8zqvK7eQpu3N2f3EPOUE.html,13.0,,63.0,,"2,427,553","24,507,403"
1470.0,J. Cole - Photograph||../track/0bhnUFDQFCEHCBlsQfHnj5.html,2.0,,18.0,,"17,839,200","24,440,967"
1471.0,Bryson Tiller - Sorry Not Sorry||../track/16bHRxM89ue0TiCKARYbRp.html,12.0,,121.0,,"2,332,001","24,399,209"
1472.0,Kanye West - Wouldn't Leave||../track/3dG6tjetoR4GMmUGZUprLt.html,2.0,,16.0,,"17,762,451","24,394,470"
1473.0,Dua Lipa - Want To||../track/0CBFOvHlyqy30Q5tbyNHfQ.html,5.0,,134.0,,"5,184,050","24,391,815"
1474.0,"Sia - Genius - with Sia, Diplo & Labrinth||../track/73F87Sqh6jQWucOOvz1WFx.html",4.0,,66.0,,"7,864,103","24,277,774"
1475.0,Tinie Tempah - Not Letting Go||../track/01wuIn1TP5FCvYyqBTdsGC.html,13.0,,63.0,,"2,883,766","24,276,469"
1476.0,Travis Scott - NO BYSTANDERS||../track/6OaVWaGfhXn70ZJfdVcabn.html,3.0,,28.0,,"14,230,565","24,087,387"
1477.0,Pharrell Williams - Sangria Wine||../track/6XlSyYFTU1nodeWwwzVgTV.html,4.0,,51.0,,"8,822,514","24,065,116"
1478.0,The xx - On Hold||../track/4w2iAP3X4FkpPb5kjRdIDx.html,6.0,,66.0,,"5,156,774","24,003,182"
1479.0,El Chacal - Hay Mi Dios||../track/6wWiQShJzwI6kYYGucAFnN.html,5.0,,104.0,,"4,875,569","23,971,849"
1480.0,"YG - Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj||../track/2RM4jf1Xa9zPgMGRDiht8O.html",5.0,,112.0,,"5,215,673","23,896,288"
1481.0,Nicki Minaj - Feeling Myself||../track/5fyIGoaaKelzdyW8ELhYJZ.html,20.0,,101.0,,"1,729,312","23,866,438"
1482.0,Machine Gun Kelly - RAP DEVIL||../track/43TP6JCWXgkc2D7Xjz5hBr.html,4.0,,71.0,,"7,492,195","23,835,663"
1483.0,Future - First Off||../track/3WRIaWsws011vHMd9uzPjG.html,3.0,,52.0,,"9,301,657","23,833,866"
1484.0,Bob Marley & The Wailers - Is This Love - Remix||../track/1w5sLDYzYAGI0AkLc6FPlO.html,10.0,,140.0,,"2,638,178","23,788,959"
1485.0,Disturbed - The Sound Of Silence||../track/1Cj2vqUwlJVG27gJrun92y.html,11.0,,147.0,,"2,318,712","23,736,614"
1486.0,Justin Timberlake - Mirrors||../track/4rHZZAmHpZrA3iH5zx8frV.html,21.0,,32.0,,"1,328,139","23,716,006"
1487.0,Mykola Dmytrovych Leontovych - Carol of the Bells||../track/4tHqQMWSqmL6YjXwsqthDI.html,5.0,,104.0,,"6,584,520","23,702,684"
1488.0,One Direction - End of the Day||../track/5AezhHjX3R1bmxcAEgrFpS.html,6.0,,25.0,,"7,734,769","23,670,751"
1489.0,G-Eazy - Sober||../track/3qk4wRMDlaeagZGjSYbsOV.html,5.0,,111.0,,"5,936,542","23,639,168"
1490.0,Childish Gambino - Feels Like Summer||../track/7p4vHnYXkxlzvfePJVpcTr.html,5.0,,97.0,,"6,224,512","23,618,797"
1491.0,Bonez MC - 500 PS||../track/4UOXo3xWnxYdTf3sFyRaUG.html,5.0,,111.0,,"5,790,397","23,549,221"
1492.0,Philip George - Wish You Were Mine||../track/4aSFlFgOefeVIKkW2NyMPl.html,19.0,,110.0,,"1,810,493","23,544,244"
1493.0,XXXTENTACION - Depression & Obsession||../track/2H3wWrnO758y0fPH7Ilerg.html,5.0,,75.0,,"6,365,715","23,528,909"
1494.0,Avril Lavigne - Head Above Water||../track/1N7YeVU0ZwAFbOhwM61ef6.html,5.0,,129.0,,"5,222,876","23,511,929"
1495.0,Eminem - Good Guy||../track/4g32MdRoqwGKQd3NXIRhpU.html,3.0,,39.0,,"12,257,816","23,405,911"
1496.0,Kanye West - Violent Crimes||../track/2VYb3Fb5iK5Y8HGZ8oEEkp.html,2.0,,20.0,,"16,417,107","23,334,015"
1497.0,CAZZETTE - Sleepless||../track/15uFqHGAOvaGCqikvgiW6w.html,9.0,,33.0,,"2,828,007","23,324,374"
1498.0,Macklemore - Marmalade||../track/0RYXEibxMami3QuT8kn4Iz.html,6.0,,120.0,,"4,462,134","23,303,471"
1499.0,Chuck Berry - Run Rudolph Run - Single Version||../track/2pnPe4pJtq7689i5ydzvJJ.html,4.0,,75.0,,"8,985,226","23,049,223"
1500.0,Jennifer Lopez - Ni Tú Ni Yo||../track/5xMzazov0IHYllrc8U2K6F.html,7.0,,155.0,,"3,569,473","23,019,877"
1501.0,Kanye West - Only One||../track/4ZIb6YivyYtpOD0Ur7kDEP.html,10.0,,45.0,,"3,293,017","22,972,735"
1502.0,Marvin Gaye - Sexual Healing - Kygo Remix||../track/7s1upm7yr7ZjrzXMwHawtG.html,16.0,,95.0,,"2,116,458","22,889,530"
1503.0,O.T. Genasis - CoCo||../track/2JI71GHwq2LN8mtq3iCLYo.html,16.0,,93.0,,"2,089,831","22,817,922"
1504.0,Kygo - Fragile||../track/0L6UCE1Y0KX3MF2AtxlntI.html,8.0,,71.0,,"3,593,043","22,760,522"
1505.0,Bebe Rexha - The Way I Are (Dance With Somebody)||../track/6Pw3Gvw4wNMZfTYZa6IQal.html,6.0,,139.0,,"4,030,194","22,709,388"
1506.0,Ozuna - La Modelo||../track/2m2ZGfJcs3lHWNPzhWH3XH.html,6.0,,159.0,,"4,201,589","22,706,599"
1507.0,Kendrick Lamar - BLOOD.||../track/1n4jwRVXdkK2U34nBDUKKT.html,3.0,,30.0,,"13,305,136","22,624,047"
1508.0,Martin Jensen - All I Wanna Do||../track/0BiGd2FNDQ0eh79ZHfp6tS.html,10.0,,145.0,,"2,500,229","22,516,694"
1509.0,Little Mix - Hair||../track/5jlsg7onynIipVy5krMaRZ.html,10.0,,117.0,,"2,618,234","22,488,974"
1510.0,Alfons - Ganjaman||../track/084GmBpNWnjuPI7fdwgp6X.html,15.0,,71.0,,"2,667,304","22,431,814"
1511.0,Camila Cabello - Consequences - orchestra||../track/1ArLnG0bHaHPXqf08sEKM0.html,5.0,,150.0,,"4,963,987","22,326,474"
1512.0,Kanye West - I Thought About Killing You||../track/6EuE9M1viu9gkdFSafia9o.html,2.0,,18.0,,"16,851,806","22,308,286"
1513.0,Lorde - Homemade Dynamite||../track/12o6dxWGk29uIAP3OWY0pM.html,5.0,,91.0,,"5,598,670","22,305,860"
1514.0,Julie Bergan - Arigato||../track/4XuK9jJP3mpYBq5qf68vfF.html,8.0,,118.0,,"3,190,717","22,240,880"
1515.0,Lauv - Getting Over You||../track/2BNkTvg1kHAAfGvqh56x5a.html,5.0,,136.0,,"4,733,182","22,217,051"
1516.0,Ed Sheeran - I'm A Mess||../track/0xCA70t1ZA4fa9UOE0lIJm.html,20.0,,137.0,,"1,326,249","22,215,466"
1517.0,BTS - IDOL||../track/03iCbZaM4OkRR4We6wIzvx.html,4.0,,59.0,,"7,627,670","22,192,073"
1518.0,WSTRN - In2||../track/1hu2dRGo6kxbvc7NuNGD4v.html,12.0,,145.0,,"1,988,130","22,188,917"
1519.0,Drake - Ice Melts||../track/7bJ4mu7MHa3rHiNyKjOoSl.html,4.0,,67.0,,"8,732,984","22,106,876"
1520.0,Bing Crosby - White Christmas||../track/01h424WG38dgY34vkI3Yd0.html,7.0,,78.0,,"4,671,546","22,069,109"
1521.0,6ix9ine - WAKA||../track/6o79O9qBP3OAkWOXajAQIS.html,3.0,,48.0,,"10,270,394","22,063,094"
1522.0,Mariah Carey - All I Want For Christmas Is You - Original Version||../track/5KdPyhcsQ5PvkvPBq6lLti.html,7.0,,19.0,,"8,234,402","22,024,135"
1523.0,Capital Bra - Melodien||../track/5d35jcJj7WjDQBOHCHPY6t.html,4.0,,71.0,,"7,861,980","22,016,631"
1524.0,Bruno Mars - Treasure||../track/55h7vJchibLdUkxdlX3fK7.html,18.0,,28.0,,"2,284,784","21,963,650"
1525.0,Florida Georgia Line - Simple||../track/4P92FrvmYQSAfOpp4cpFEi.html,5.0,,134.0,,"4,885,969","21,946,131"
1526.0,Dillon Francis - Coming Over||../track/6m3ZWIXhjoV76syT1j2oE9.html,11.0,,83.0,,"2,617,681","21,919,614"
1527.0,Seeb - Drink About||../track/2GGGm4MLQynB3I4E4ycIYC.html,5.0,,151.0,,"5,025,772","21,901,856"
1528.0,Feder - Goodbye||../track/3PnOOmkxruDDAiMYZZTgO7.html,14.0,,101.0,,"2,088,512","21,893,372"
1529.0,Capital Bra - Benzema||../track/7KPGeiXWDsGEvFK62wzU8E.html,4.0,,105.0,,"7,634,331","21,755,896"
1530.0,Meghan Trainor - I'll Be Home||../track/1hy6kKvsPbv7VTcllCuATC.html,5.0,,96.0,,"8,099,281","21,658,109"
1531.0,Eartha Kitt - Santa Baby||../track/1foCxQtxBweJtZmdxhEHVO.html,4.0,,98.0,,"7,324,176","21,647,524"
1532.0,Zedd - Beautiful Now||../track/7FJP35tUJ2121EJsFpU1Gh.html,12.0,,79.0,,"2,673,950","21,579,374"
1533.0,Eminem - Berzerk||../track/6p4ovCfKKvRmMlWyvStUY4.html,13.0,,18.0,,"2,321,452","21,566,718"
1534.0,Hugh Jackman - From Now On||../track/3IkWmgGsXbsafrunwPojXO.html,5.0,,154.0,,"4,505,855","21,449,155"
1535.0,Drake - Diamonds Dancing||../track/2AGottAzfC8bHzF7kEJ3Wa.html,9.0,,70.0,,"3,230,326","21,437,986"
1536.0,Ne-Yo - She Knows||../track/7seTcUFOhn5caSDbiSfsp0.html,14.0,,83.0,,"2,253,159","21,293,863"
1537.0,Twenty One Pilots - My Blood||../track/5HeKOKc4phmLn8e4I7EkzD.html,4.0,,76.0,,"7,367,812","21,224,480"
1538.0,Fetty Wap - Jimmy Choo||../track/7s49Um7G06hq2rulrHPsIy.html,9.0,,116.0,,"2,548,802","21,151,397"
1539.0,Fall Out Boy - Irresistible||../track/3Y3gChJoEUTqrtuqJCIPQk.html,10.0,,115.0,,"2,370,503","21,147,481"
1540.0,Plan B - Fanática Sensual||../track/1BygxKyZjq2xjQiFMkSFGp.html,17.0,,163.0,,"1,560,374","21,083,122"
1541.0,CAZZETTE - Blind Heart||../track/3Wb4T8OJg4obJNBMUYgfPm.html,11.0,,68.0,,"2,355,389","21,075,513"
1542.0,Pharrell Williams - Freedom||../track/6RB9YvNyP0RZfCUcMtZELH.html,11.0,,75.0,,"2,654,357","20,991,731"
1543.0,Kendrick Lamar - The Heart Part 4||../track/41eiwHEX8iegmqmS2cf7oX.html,3.0,,42.0,,"10,767,512","20,865,859"
1544.0,SHAED - Trampoline||../track/0lsRatBUs9HNIZAmoGABzk.html,4.0,,139.0,,"5,446,427","20,802,433"
1545.0,Palisades - Happy||../track/79BS6UOzsWXQti45MZ7FCb.html,17.0,,115.0,,"1,447,754","20,755,474"
1546.0,Wiz Khalifa - Bake Sale||../track/2okC0OWtgS86P2LC18IzHy.html,10.0,,90.0,,"3,054,571","20,747,043"
1547.0,Kanye West - No Mistakes||../track/1DdgqEZk4Hqfpl3drdXJun.html,2.0,,23.0,,"15,447,339","20,736,329"
1548.0,"Dua Lipa - Swan Song (From the Motion Picture ""Alita: Battle Angel"")||../track/5600nq7TiBraBX2jobyJ3l.html",2.0,,31.0,,"12,007,264","20,714,288"
1549.0,Redfoo - New Thang||../track/4PVm8e67skz8B8wiJP2kwk.html,12.0,,78.0,,"2,675,361","20,651,411"
1550.0,Chris Brown - Back To Sleep||../track/6dlpABcXrQKRU9G00i6Zba.html,11.0,,146.0,,"2,154,562","20,645,128"
1551.0,Daddy Yankee - Con Calma||../track/5w9c2J52mkdntKOmRLeM2m.html,2.0,,27.0,,"13,298,905","20,630,129"
1552.0,Jay Sean - Make My Love Go||../track/5mMRgTxoeBjEAZdBjPGvaC.html,8.0,,115.0,,"3,090,789","20,629,516"
1553.0,Troye Sivan - WILD||../track/5ajEdjV7VfH15GqSL8tSus.html,10.0,,80.0,,"2,848,977","20,591,057"
1554.0,Kendrick Lamar - DUCKWORTH.||../track/0y9uTzK9cNKSAEHnpeRG8C.html,3.0,,42.0,,"10,917,694","20,570,677"
1555.0,Romeo Santos - Propuesta Indecente||../track/5PycBIeabfvX3n9ILG7Vrv.html,19.0,,134.0,,"1,225,339","20,513,385"
1556.0,Ariana Grande - Beauty and the Beast||../track/6e6ag4qyhhn8JRF1xmMJYR.html,5.0,,108.0,,"5,198,033","20,509,342"
1557.0,Drake - Peak||../track/2RAeY8dPj6KmStROfEigjV.html,2.0,,36.0,,"15,117,184","20,492,914"
1558.0,Rihanna - Diamonds||../track/7Kt59L2ZZGtOnIhvMwzG6f.html,19.0,,143.0,,"1,220,890","20,464,492"
1559.0,Katy Perry - Rise||../track/1Ui3r0Ih8F2MroiCWreCYi.html,7.0,,93.0,,"3,795,711","20,435,155"
1560.0,Mr. Probz - Nothing Really Matters - Afrojack Remix||../track/02DoXNeIVYvONhTk1fGQrz.html,7.0,,26.0,,"4,927,022","20,391,508"
1561.0,Nick Jonas - Jealous - Remix||../track/6erZDIGMbZG8lCllaxzZ19.html,13.0,,91.0,,"2,319,221","20,389,790"
1562.0,Drake - 9||../track/4uCAKqQQYJaIvyzq4sZkaO.html,6.0,,61.0,,"5,428,558","20,334,413"
1563.0,Kygo - Stranger Things||../track/5gIRPQWULwrvIt0F6pY7ph.html,5.0,,145.0,,"4,325,675","20,291,546"
1564.0,David Guetta - Titanium||../track/0TDLuuLlV54CkRRUOahJb4.html,21.0,,168.0,,"1,417,753","20,290,872"
1565.0,Tungevaag & Raaban - Samsara||../track/6oJflQkp7lFXOQce4wPTAW.html,14.0,,93.0,,"2,156,427","20,285,481"
1566.0,Drake - Skepta Interlude||../track/2dfqS3MRtbLZSZA1IL8xY5.html,3.0,,52.0,,"10,146,510","20,223,053"
1567.0,Quavo - WORKIN ME||../track/4MAsYGSgxsaj73dC2lvFC4.html,4.0,,96.0,,"6,321,234","20,216,082"
1568.0,Mariah Carey - Christmas (Baby Please Come Home)||../track/3PIDciSFdrQxSQSihim3hN.html,3.0,,65.0,,"9,519,966","20,197,744"
1569.0,Lana Del Rey - High By The Beach||../track/2WFb9JwoOvZMoiuzZrCfR4.html,10.0,,65.0,,"2,971,606","20,184,788"
1570.0,Michael Bublé - All I Want For Christmas Is You||../track/1FRqLI971CD1QedTiJeL3c.html,11.0,,32.0,,"3,096,137","20,150,342"
1571.0,Carly Rae Jepsen - Run Away With Me||../track/5e0vgBWfwToyphURwynSXa.html,12.0,,105.0,,"2,140,846","20,124,704"
1572.0,Sam Smith - Lay Me Down||../track/6uZ2x1Z6DSpOGAlVlvuhif.html,9.0,,27.0,,"4,786,958","20,068,529"
1573.0,Labrinth - Jealous||../track/4L2K7JKseFCBoHMZEAszW0.html,10.0,,75.0,,"2,492,752","20,064,906"
1574.0,Vigiland - Pong Dance||../track/3AVnIi6HvEiHGlIj4c6ok2.html,8.0,,119.0,,"2,751,325","19,923,643"
1575.0,Lil Wayne - Dedicate||../track/0Y7di9ZCmB6Elad5WISaPc.html,2.0,,23.0,,"14,479,665","19,902,067"
1576.0,Calvin Harris - Pray to God||../track/75kMrDKPJJpgEQaXVh7QMB.html,15.0,,116.0,,"1,643,798","19,896,871"
1577.0,Drake - Is There More||../track/2QoOyCFpDo4NblMLP7vBRT.html,2.0,,37.0,,"14,967,758","19,826,069"
1578.0,Selena Gomez - Me & The Rhythm||../track/7fBUnDgtSvYpYWuX4iAfns.html,10.0,,71.0,,"2,974,809","19,816,053"
1579.0,Manuel Turizo - Sola||../track/675w3ACw5xZR3ODhUJlEVN.html,4.0,,162.0,,"5,158,031","19,648,316"
1580.0,Lil Wayne - What About Me||../track/3JX0dOCIAiaR8MP3ryXWuM.html,2.0,,26.0,,"13,621,668","19,569,251"
1581.0,Vance Joy - Mess Is Mine||../track/7BVwi9cIzSc6tpyxsp47vJ.html,13.0,,88.0,,"2,064,079","19,564,640"
1582.0,The Weeknd - Tell Your Friends||../track/28YLWwEB6xnJQYN7e062rH.html,8.0,,49.0,,"4,515,481","19,534,153"
1583.0,Marshmello - Spotlight||../track/6VrCmhRBFnuGKmtNfk4jDs.html,4.0,,86.0,,"6,402,322","19,523,094"
1584.0,Bag Raiders - Shooting Stars||../track/5fzsYCIHqSqEnmoY16zNc5.html,5.0,,125.0,,"4,304,431","19,403,263"
1585.0,Maroon 5 - Help Me Out||../track/2uSLx5uwRIhiA3sJJraNqX.html,4.0,,88.0,,"5,727,868","19,327,317"
1586.0,The Jackson 5 - Santa Claus Is Coming To Town||../track/6a1hzBiTkgqTsDA0Xgfh9z.html,4.0,,94.0,,"8,115,073","19,319,094"
1587.0,Sam Smith - Burning||../track/2mb6YdoavL6db22p7XKJQZ.html,4.0,,62.0,,"7,370,127","19,315,979"
1588.0,The Weeknd - Acquainted||../track/7t5m6zRwIEBxmPt8lNoPPi.html,8.0,,53.0,,"4,214,660","19,314,112"
1589.0,The Weeknd - Real Life||../track/1VoJttdilLYpbpYN142Zek.html,7.0,,35.0,,"5,478,089","19,289,643"
1590.0,Lorde - Homemade Dynamite - REMIX||../track/2rE9TX3VQ0WNt7kziFhKep.html,4.0,,101.0,,"5,274,326","19,198,517"
1591.0,MERO - Hobby Hobby||../track/260R90ctQ1SiPax90PuEsT.html,3.0,,55.0,,"9,075,914","19,130,228"
1592.0,Ariana Grande - Let Me Love You||../track/5AKlnLpP3WLwZseNbjquND.html,7.0,,87.0,,"3,866,165","19,075,558"
1593.0,Jason Derulo - Cheyenne||../track/3EofjRgUI1WrzqqtLb8NoF.html,10.0,,86.0,,"2,482,603","19,029,108"
1594.0,21 Savage - all my friends||../track/4paAidoE8VAemwU4jgCc6l.html,3.0,,83.0,,"8,706,990","19,026,035"
1595.0,Nicki Minaj - Barbie Dreams||../track/6Poyf51k7W3NKnsGwAI90B.html,3.0,,48.0,,"8,941,896","19,020,635"
1596.0,Drake - Can't Have Everything||../track/5f5r2N4Lp9WoULWPH9zp2W.html,3.0,,59.0,,"9,555,988","19,014,525"
1597.0,Future - Comin Out Strong||../track/3mRcWCyteY2133a7xVMrYw.html,4.0,,67.0,,"6,295,525","19,007,391"
1598.0,N.E.R.D - Lemon||../track/6tUgfsOa8PLkoede5nOR7D.html,4.0,,92.0,,"5,984,971","18,971,433"
1599.0,Drake - Glow||../track/28irpKCCK9nn9DZSik2zEx.html,3.0,,54.0,,"9,996,975","18,959,360"
1600.0,J. Cole - The Cut Off||../track/3rFF7kSm5qBOOPs6ljFgPp.html,2.0,,30.0,,"14,209,638","18,910,410"
1601.0,Katy Perry - Unconditionally||../track/6OaYLWpreRh9EoLYwrS75P.html,12.0,,22.0,,"1,816,294","18,864,900"
1602.0,Kanye West - Ultralight Beam||../track/6CbEf47L2P4wEKY96uu6W8.html,5.0,,49.0,,"6,077,545","18,853,724"
1603.0,Kendrick Lamar - Black Panther||../track/5qN4HFkapdAOV94XPryVof.html,3.0,,47.0,,"9,589,477","18,815,671"
1604.0,Logic - Contra||../track/7u90MSvVyEjL0c8icaE7jl.html,3.0,,45.0,,"9,642,641","18,725,964"
1605.0,Taylor Swift - Call It What You Want||../track/0tDfp0vFR95Gg6Mrhza3lX.html,3.0,,47.0,,"8,832,057","18,707,023"
1606.0,MC G15 - Deu Onda||../track/0EPxmvsG1BY5td4aTOkWBF.html,5.0,,79.0,,"5,062,130","18,683,861"
1607.0,Lady Gaga - Do What U Want||../track/5XKXMWPACPq51OiqzxenZo.html,9.0,,21.0,,"2,386,893","18,680,317"
1608.0,Olly Murs - Up||../track/3Nbcx1svCSzmyYG2I81YCZ.html,15.0,,122.0,,"1,661,817","18,645,661"
1609.0,Drake - Nothings Into Somethings||../track/6MbH1QiphMCPTqVEVC7UYi.html,3.0,,60.0,,"9,538,489","18,490,467"
1610.0,J. Cole - BRACKETS||../track/5sWbwccBcyHsg5LEKWGZo9.html,2.0,,36.0,,"13,603,598","18,486,797"
1611.0,Fetty Wap - RGF Island||../track/1iuljeYz6ZG3GTJOZZkoer.html,7.0,,61.0,,"3,596,439","18,353,073"
1612.0,5 Seconds of Summer - Lie To Me||../track/6GzApXoBQiiAjak3tOQfV3.html,3.0,,98.0,,"6,656,731","18,314,766"
1613.0,Sam Hunt - House Party||../track/1TwLKNsCnhi1HxbIi4bAW0.html,9.0,,97.0,,"2,274,619","18,311,822"
1614.0,Kygo - Kids in Love||../track/2UxfcZJCphbEkfbZ6nLiDx.html,3.0,,61.0,,"7,677,360","18,300,544"
1615.0,Fetty Wap - Wake Up||../track/6BOtDFg6GJm0rPUDuNmx57.html,8.0,,141.0,,"2,581,636","18,202,756"
1616.0,Lil Wayne - Can't Be Broken||../track/5cGpjfgAvidLy6znwkCxkP.html,2.0,,29.0,,"13,276,963","18,132,391"
1617.0,"Osmani Garcia ""La Voz"" - El Taxi||../track/20DkbKFz8sevD5kyiubyTa.html",11.0,,98.0,,"2,073,342","18,126,585"
1618.0,Twenty One Pilots - Jumpsuit||../track/6cQnrSlTxhHCCiUpKrs7g3.html,3.0,,59.0,,"7,987,373","18,125,729"
1619.0,Drake - Lose You||../track/2Na0z2gfN67Rzf0vp74Wi3.html,3.0,,62.0,,"9,476,839","18,120,117"
1620.0,Travis Scott - 5% TINT||../track/11kDth1aKUEUMq9r1pqyds.html,2.0,,32.0,,"12,942,391","18,102,303"
1621.0,James Arthur - Can I Be Him||../track/0VhgEqMTNZwYL1ARDLLNCX.html,5.0,,154.0,,"3,656,065","18,091,636"
1622.0,A$AP Rocky - A$AP Forever||../track/1YmF9PvLhIISIANoMLIYGq.html,3.0,,70.0,,"7,384,296","18,014,274"
1623.0,Bastille - Of The Night||../track/7sFsNWk6TtO4D4XFUpzYMZ.html,12.0,,36.0,,"1,790,196","17,975,758"
1624.0,Paul Rosenberg - Paul - Skit||../track/0Uv5Kp8sEnriJjkX4oLfNI.html,2.0,,37.0,,"12,829,836","17,969,356"
1625.0,XXXTENTACION - Guardian angel||../track/7uqcLJFlSYjVPLUz1vPxkY.html,2.0,,26.0,,"13,124,599","17,934,415"
1626.0,Starley - Call On Me - Ryan Riback Remix||../track/71ezJk95rLJphmD7LnYYYi.html,3.0,,38.0,,"8,525,262","17,855,369"
1627.0,Huncho Jack - Saint||../track/7foypmc7KZyU716Yv63BPe.html,4.0,,117.0,,"5,591,945","17,833,851"
1628.0,XXXTENTACION - going down!||../track/7CkbRn6S0itJqcqn88AtSV.html,3.0,,55.0,,"8,440,971","17,832,229"
1629.0,"Bruce Springsteen - Santa Claus Is Comin' to Town - C.W. Post College, Greenvale, NY - December 1975||../track/6s2wpWPFPAgKg2LXxi1Oee.html",4.0,,92.0,,"8,151,687","17,816,902"
1630.0,The Chainsmokers - Beach House||../track/0N8MGHEDAq29ip7RrlrTeN.html,3.0,,75.0,,"7,469,310","17,776,470"
1631.0,Timmy Trumpet - Freaks||../track/4wQ8cM5towhQKEOt5G9u0j.html,15.0,,114.0,,"1,643,516","17,721,351"
1632.0,Wiz Khalifa - Fr Fr||../track/1RagpNpkD3KcjXMLGMe99V.html,4.0,,130.0,,"5,112,027","17,616,586"
1633.0,Sofia Karlberg - Crazy in Love||../track/7jOvEsDIjHRH0LwCkwZSHS.html,9.0,,63.0,,"2,796,002","17,615,924"
1634.0,The Weeknd - A Lonely Night||../track/0ifooM33X1iBxVYyOkSbXW.html,3.0,,35.0,,"8,814,092","17,598,960"
1635.0,Ed Sheeran - One||../track/5TvFfDlVoUWZvfqrhTJzD7.html,16.0,,144.0,,"1,202,318","17,596,675"
1636.0,Blueface - Thotiana||../track/3oh6SCCeLuXhFpEyepla6G.html,2.0,,39.0,,"11,420,619","17,593,424"
1637.0,Chris Brown - Pills & Automobiles||../track/5gx2E5aIXMRBellPZW1up5.html,5.0,,173.0,,"3,725,161","17,576,753"
1638.0,The Script - Rain||../track/2QWP8NYYplOqEFBYGCcq0S.html,5.0,,159.0,,"3,801,890","17,562,527"
1639.0,Calum Scott - You Are The Reason||../track/69vToJ9BMbbLlFZo7k7A7B.html,4.0,,152.0,,"4,677,695","17,549,374"
1640.0,Ricky Martin - La Mordidita||../track/00i0O74dXdaKKdCrqHnfXm.html,12.0,,156.0,,"1,664,789","17,485,473"
1641.0,Fifth Harmony - That's My Girl||../track/2ACOWPLUe4A4KuQ5ioD2od.html,7.0,,146.0,,"2,845,226","17,478,953"
1642.0,Ryan Gosling - City Of Stars||../track/0LtVx5vsq9nfpGsWgjUin6.html,5.0,,134.0,,"3,852,085","17,456,990"
1643.0,Trippie Redd - 1400 / 999 Freestyle||../track/75lcPkAkUsKWHGBlGM476R.html,3.0,,79.0,,"7,393,548","17,432,733"
1644.0,Lorde - Tennis Court||../track/74fpNVAJrKGQuqHETi4WSt.html,13.0,,27.0,,"1,571,947","17,415,084"
1645.0,Alesso - Heroes (we could be)||../track/0VYQK5I08homNvX8SRS37R.html,5.0,,48.0,,"4,093,426","17,405,115"
1646.0,DJ Khaled - Top Off||../track/1W6wxOOYyJyyok8fqYSZ3m.html,3.0,,60.0,,"7,898,874","17,334,496"
1647.0,Chris Brown - Party||../track/05Z7jet4VDNVgNQWcYHnrk.html,6.0,,179.0,,"3,087,525","17,320,999"
1648.0,Foster The People - Pumped Up Kicks||../track/7w87IxuO7BDcJ3YUqCyMTT.html,16.0,,177.0,,"3,684,926","17,304,078"
1649.0,Little Mix - Love Me Like You||../track/0fIOacVe000P5pNhaKQlQw.html,9.0,,94.0,,"2,529,303","17,243,180"
1650.0,Britney Spears - Work B**ch||../track/3lvjylsu8P2mScgru26w1X.html,13.0,,27.0,,"1,478,405","17,122,542"
1651.0,Clean Bandit - Real Love||../track/7M9XTtbz6qDg7LqYJ7OpJB.html,12.0,,116.0,,"1,675,594","17,109,146"
1652.0,DJ Khaled - I Got the Keys||../track/2eqUZAVXjK61mZqLl4LKJJ.html,7.0,,132.0,,"2,761,933","17,075,994"
