song_id,song_title,artist,popularity,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration,loudness,valence,mode
spotify:track:2JVbZEpewmqNlSzmXJTx2E,Favela,"[Alok, Ina Wroldsen]",80,0.812,0.0264,103.023,0.0598,0.0125,0.00233,4,0.777,2,185105,-3.206,0.283,0
spotify:track:6pgoGpBkKUvXrrU95j0khl,Cidade Vizinha - Ao Vivo,[Henrique & Juliano],70,0.555,0.612,94.898,0.0284,0.698,0.0,4,0.565,9,178904,-7.221,0.308,1
spotify:track:5TUYLsiIi3tuvR2fCJjZUy,Kikadinha,[Jerry Smith],79,0.662,0.039,184.091,0.265,0.143,0.000475,4,0.756,2,146087,-6.15,0.848,1
spotify:track:5Vw6ZLNB6Ko7VZM6vmNIbr,O Alvo - Ao Vivo,"[Diego & Victor Hugo, Henrique & Juliano]",79,0.808,0.742,126.821,0.0494,0.543,0.0,4,0.551,10,164956,-3.367,0.505,1
spotify:track:4R5xvs5X0phd0EYWyGigju,Medicina,[Anitta],82,0.784,0.149,93.96,0.0667,0.0441,0.0129,4,0.798,4,141508,-3.545,0.653,0
spotify:track:0PaAB17axL9hn88mHiw8g0,Não Fala Não pra Mim,"[Humberto & Ronaldo, Jerry Smith]",80,0.794,0.236,157.987,0.0402,0.591,0.0,4,0.741,3,196613,-2.555,0.765,1
spotify:track:1fyhyOy6iS9E2NckAzjmTo,Status Que Eu Não Queria - Ao Vivo,[Zé Neto & Cristiano],78,0.871,0.564,117.622,0.209,0.59,0.0,4,0.58,4,153934,-4.052,0.911,1
spotify:track:0RBOFW5424gCCCZrgECbt6,Romance Com Safadeza,"[Wesley Safadão, Anitta]",79,0.903,0.117,155.97,0.0693,0.216,0.0,4,0.544,11,172655,-4.11,0.765,0
spotify:track:6yxYagNp6Gapd7jXmWzgVc,A Culpa É Dele - Ao Vivo | Acústico,"[Marília Mendonça, Maiara & Maraisa]",78,0.602,0.139,125.927,0.182,0.627,0.0,4,0.838,7,176722,-5.973,0.729,1
spotify:track:7uTv9wHkOPh5P9HFmkOE28,Problema Seu,[Pabllo Vittar],68,0.83,0.134,135.062,0.0367,0.014,0.0,4,0.872,10,162465,-5.301,0.568,0
spotify:track:6tuzPD1zPPvwMbGiD0TBay,Fuleragem,[MC WM],78,0.836,0.113,94.979,0.0506,0.00857,0.00016,4,0.808,8,141474,-2.3,0.755,1
spotify:track:76KDy62J99FKu6ZsxMJy3j,Amor de Verdade,"[MC Kekel, MC Rita]",79,0.724,0.112,120.235,0.0851,0.138,0.0,5,0.638,7,197333,-7.966,0.461,1
spotify:track:4cnNrOojGyU6J3OXqVTPIg,Pra Inveja É Tchau,"[Mc Kevin, Mc Davi]",77,0.341,0.0752,83.507,0.06,0.724,4.56e-05,3,0.693,0,173233,-4.706,0.51,1
spotify:track:3fLqmaO4vvZpFZSZy52VMp,Deixa (feat. Ana Gabriela),"[Lagum, Ana Gabriela]",77,0.326,0.193,81.457,0.0631,0.821,0.0,4,0.498,0,176025,-8.223,0.323,1
spotify:track:3IfctMaf2sfvlSLRa42Cna,O Sol,[Vitor Kley],76,0.623,0.104,97.532,0.0256,0.12,0.0,4,0.641,6,209000,-5.641,0.65,0
spotify:track:3HEb6Y5dv8PgD6JgsIQNac,Bebida Na Ferida - Ao Vivo,[Zé Neto & Cristiano],77,0.796,0.842,126.099,0.164,0.735,0.0,4,0.605,1,199363,-5.195,0.51,1
spotify:track:4kiauw5SBqEsu5GuGD09aM,Novinha Você É uma Flor,[MCs Thin e Alexandre],78,0.469,0.0988,130.126,0.109,0.23,0.0,4,0.86,7,143971,-6.262,0.769,1
spotify:track:1qCLx3nX25NuhfPjM5E1qV,Ouvi Dizer,[Melim],76,0.614,0.093,81.011,0.0532,0.0745,0.0,4,0.641,7,210889,-7.847,0.727,1
spotify:track:4JPSfCXQe6kDliMIJTqISW,Coladinha em Mim - Ao Vivo,"[Gustavo Mioto, Anitta]",69,0.68,0.912,188.162,0.292,0.354,0.0,4,0.623,6,170507,-7.255,0.643,0
spotify:track:0aZfIiaO3b2HTNxZ3sv1cg,Devagarinho,[Luísa Sonza],79,0.78,0.189,102.057,0.0574,0.309,5.45e-05,4,0.797,1,137045,-6.044,0.823,0
spotify:track:220QqE38Qrmyrtyd5xqB8i,Seu Crime,[Pabllo Vittar],70,0.667,0.14,127.056,0.0913,0.0944,2.68e-06,4,0.788,8,154941,-5.215,0.646,0
spotify:track:5ReZ4aO1vRnzhxINvPiGJD,Cada um na Sua - Ao Vivo,[Fernando & Sorocaba],76,0.812,0.985,143.072,0.0649,0.679,0.0,4,0.612,1,221499,-3.031,0.624,1
spotify:track:0vT797IpZpF5o1XLCnWCUL,É natural (Participação especial de Bruno Cardoso) - Ao vivo,"[Ferrugem, Bruno Cardoso]",70,0.74,0.486,76.139,0.0447,0.531,0.0,4,0.497,1,207093,-5.475,0.478,0
spotify:track:5AQNVgt7BKHKRhrNFFgSPF,Siga a Seta (feat. Matheus & Kauan) - Ao Vivo,"[Marcos & Belutti, Matheus & Kauan]",76,0.855,0.0999,172.008,0.18,0.517,0.0,4,0.508,0,171693,-3.634,0.641,1
spotify:track:0kCqaybZgYcLYxzZymmBoc,"Quem Pegou, Pegou",[Henrique & Juliano],75,0.682,0.854,104.017,0.0263,0.304,0.0,4,0.699,9,183888,-5.396,0.678,1
spotify:track:2PADJK4rhdklqFLQFa5oMX,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,[Atitude 67],76,0.841,0.723,162.961,0.0591,0.599,0.0,4,0.673,4,210387,-4.968,0.663,1
spotify:track:3UxbT06Mz8aTJbHYYIxwkI,Mundo de Ilusões - Ao Vivo,[Gusttavo Lima],76,0.925,0.379,142.008,0.0548,0.496,0.0,4,0.758,0,185781,-3.495,0.775,1
spotify:track:4fMjqKYYsvtT6Fvca8lGFl,Sua Mãe Vai Me Amar,[Turma do Pagode],75,0.816,0.808,163.941,0.0374,0.4,0.0,4,0.571,8,183759,-6.011,0.942,0
spotify:track:574kOxVgCcy70oq623rvPE,Pour Over,"[Vintage Culture, Adam K]",76,0.7,0.386,176.926,0.0604,0.0021,0.00952,3,0.514,7,213559,-6.827,0.164,1
spotify:track:0QnEGWGECQUPuE3m8L6hdT,Jaloux,[Dadju],75,0.797,0.399,139.992,0.0739,0.193,0.0,4,0.558,8,233986,-3.89,0.368,0
spotify:track:0YCMh9HQkRpAtkj0i1sZqH,BB,[Booba],76,0.556,0.104,130.006,0.109,0.417,1.81e-06,4,0.761,1,198373,-6.631,0.384,0
spotify:track:6qk9lEM6UIxNbAuI0PpOLu,Air Max,"[Rim'K, Ninho]",70,0.591,0.102,141.888,0.459,0.26,0.0,4,0.82,1,205867,-7.338,0.551,1
spotify:track:3AZg5nZgMquXJ67KgpngKX,Copines,[Aya Nakamura],79,0.778,0.112,180.033,0.092,0.289,2.36e-06,4,0.71,8,170701,-3.985,0.896,0
spotify:track:42Xesu4U4nM3CCjMk5X3kM,Sur le drapeau,"[Suprême NTM, Sofiane]",73,0.902,0.318,144.038,0.287,0.189,0.0,4,0.763,6,199000,-5.759,0.625,0
spotify:track:2NUIWpL6IsYGkwfSN7basS,Ma 6t a craqué (feat. Ninho),"[Kpoint, Ninho]",76,0.684,0.137,89.999,0.197,0.473,1.14e-06,3,0.816,11,197597,-8.478,0.815,0
spotify:track:06O3hxudc6V0BOuoCFSy71,Tout oublier,"[Angèle, Roméo Elvis]",75,0.542,0.247,105.005,0.197,0.493,2.75e-06,4,0.692,11,202120,-7.9,0.285,0
spotify:track:6FqNHDHEsUTKqVWXBkMd9y,Train de vie,[Koba LaD],70,0.641,0.137,146.139,0.124,0.216,0.0,4,0.742,0,214520,-5.585,0.418,0
spotify:track:0O4XHiuVt3dBaOzSI49BtF,Bella,"[MHD, WizKid]",68,0.639,0.124,102.045,0.125,0.422,0.0,4,0.767,6,183745,-6.633,0.653,0
spotify:track:7qWsMxgCMFyjlnvLMocf4p,Empire,"[Sofiane, Kaaris]",60,0.79,0.0882,144.017,0.211,0.0488,0.0,4,0.884,8,192240,-4.085,0.421,1
spotify:track:5PtFV78R0DRvzsTqk1S0Vt,La C,[Koba LaD],70,0.719,0.19,172.04,0.36,0.302,3.64e-05,4,0.767,7,183027,-6.221,0.638,0
spotify:track:17y8kqTbNDd9QM3j6yln4g,Adieu bientôt,[Columbine],67,0.648,0.101,140.034,0.17,0.391,0.0,4,0.793,8,211307,-7.612,0.249,0
spotify:track:2iVvukpWd7OX1n1LwUF5Rs,Iencli,"[Vald, Sofiane]",62,0.768,0.273,88.005,0.164,0.498,0.0,4,0.669,7,222333,-5.111,0.294,1
spotify:track:7cHRpZZsPiRVmHC3Plx514,Moments durs,[Koba LaD],71,0.563,0.101,119.989,0.32,0.57,4.48e-06,4,0.817,0,202213,-6.221,0.722,0
spotify:track:196cSZjrDdgaJILT3cpfYl,Woah,"[Sofiane, Vald, Mac Tyer, Soolking, Kalash Criminel, Sadek, Heuss L'enfoiré]",70,0.777,0.647,124.001,0.386,0.211,0.0,4,0.935,7,250595,-4.748,0.553,1
spotify:track:58st6r10Ze6QomHs0BMUA8,91's,[PNL],74,0.668,0.0778,103.036,0.107,0.249,0.0,4,0.777,4,237014,-8.837,0.243,0
spotify:track:3iYv5nIthPXesF0DeuhmVL,Rolls (feat. Lacrim),"[Hornet La Frappe, Lacrim]",73,0.784,0.0821,101.049,0.126,0.476,3.1e-06,4,0.789,5,212360,-7.056,0.563,0
spotify:track:7C7l4I5OZHEO1Vbx8SGJC2,Monégasque,[PLK],67,0.734,0.115,74.883,0.231,0.416,0.0,4,0.722,6,203553,-4.583,0.612,1
spotify:track:3iBOe7U7kRPNIoL3QLCVu2,La thune,[Angèle],68,0.593,0.112,145.039,0.0532,0.526,1.09e-05,4,0.702,11,201907,-8.339,0.522,1
spotify:track:13E2wgUjmdunrlq3Vbxv8T,W.L.G,[Niska],74,0.624,0.125,155.026,0.141,0.113,0.0,4,0.792,2,190452,-5.781,0.447,1
spotify:track:206RguRdgqOWe91Fo2uF7a,Pharmacie,[SCH],64,0.907,0.113,139.976,0.219,0.714,0.000129,4,0.703,3,218213,-6.957,0.612,0
spotify:track:4LaetMVulXier6VgeK6LtM,Taga,[Hornet La Frappe],71,0.671,0.133,137.985,0.105,0.395,0.0,4,0.852,7,203467,-5.994,0.476,0
spotify:track:4J7XN3KBqVH0ftG52SpkRf,Dalida,[Soolking],74,0.723,0.104,140.063,0.047,0.661,1.46e-05,4,0.759,7,224154,-4.66,0.467,0
spotify:track:7Fe8MO5HKHfKiWo7I0XtVr,Hier (feat. SCH),"[PLK, SCH]",67,0.564,0.0971,139.826,0.307,0.678,0.000727,4,0.53,1,220032,-6.969,0.135,0
spotify:track:2jX5c5RFp0A9E1GDsvGxIa,Balance ton quoi,[Angèle],70,0.442,0.276,115.932,0.0823,0.594,2.39e-05,4,0.703,0,189480,-10.383,0.381,1
spotify:track:6tdd3zR2Q8p1VgqvsGvtju,Moscow,[RK],71,0.672,0.143,135.055,0.266,0.294,0.0,4,0.845,0,222093,-5.22,0.445,1
spotify:track:1K6idVTyVwb5DIEkCEf06y,Oyé,[Koba LaD],66,0.58,0.241,130.929,0.334,0.266,0.0,4,0.841,0,187973,-4.946,0.461,1
spotify:track:3U5x1rplpJNKR3Xg88EfLi,Jalousie,[Angèle],69,0.443,0.118,89.951,0.0411,0.811,6.16e-05,4,0.588,7,225707,-10.019,0.335,0
spotify:track:6JtIPRPfMx1XA7OHAYpZIf,Waow (feat. Nekfeu),"[PLK, Nekfeu]",67,0.744,0.098,119.944,0.143,0.216,0.0,4,0.77,1,194934,-8.001,0.32,1
spotify:track:3dmSfpPj9OdlU0Mbbs7p6m,Chambre 122,[Koba LaD],70,0.584,0.0957,138.009,0.293,0.24,1.26e-05,4,0.881,7,196973,-5.823,0.324,1
spotify:track:4L0Iwsk1s8cbdBcEgdm8K5,Feu de bois,[Damso],72,0.633,0.092,138.097,0.0734,0.256,1.31e-06,4,0.789,2,183307,-6.269,0.262,1
spotify:track:5as5HurTt4u7BuFIT5j8am,Bae,[RK],72,0.654,0.0999,119.966,0.0523,0.632,0.0,5,0.835,9,174840,-5.971,0.658,1
spotify:track:61SYuUg9rokbvIPxzrhxd0,Billets verts,[Maes],73,0.59,0.108,154.051,0.0745,0.642,1.82e-06,4,0.662,1,168857,-8.762,0.393,1
spotify:track:14hLSMLJ86sHRklJ62tH58,Django,"[Dadju, Franglish]",73,0.587,0.159,195.927,0.253,0.416,0.0,4,0.619,8,249240,-6.771,0.717,0
spotify:track:4lzjE9GlGamkuYqQBfCY8R,1000°C,"[Lomepal, Roméo Elvis]",71,0.539,0.11,102.952,0.113,0.294,4.79e-05,4,0.732,3,237120,-8.084,0.403,0
spotify:track:3eiuxHgjBs0ZHYgyapxD4d,Entre les murs (feat. Ninho),"[DA Uzi, Ninho]",70,0.308,0.0918,120.081,0.267,0.222,0.0,4,0.859,4,212250,-13.086,0.406,0
spotify:track:1UQKfmCH2wxVXTAVMUXiEj,La loi de Murphy,[Angèle],67,0.734,0.144,191.141,0.471,0.142,4.41e-05,4,0.354,2,195173,-8.452,0.259,0
spotify:track:7boPPE857KEqCIHNwFkDop,Audio,"[Sia, Diplo, Labrinth, LSD]",82,0.692,0.0862,89.998,0.0671,0.192,1.51e-06,4,0.365,3,203400,-4.586,0.372,0
spotify:track:44ahv3Zj4FOJoy8gJLZF9B,Alright,[Jain],62,0.611,0.035,184.055,0.068,0.0181,6.64e-06,4,0.685,8,222493,-8.057,0.598,0
spotify:track:3iXhLi33EpUfcOwasC8un1,Ta reine,[Angèle],68,0.44,0.0901,107.091,0.0801,0.822,3.98e-06,4,0.668,9,213200,-10.607,0.127,0
spotify:track:1leeEohWV02ifmrJPC8vNY,24 carats,[RK],64,0.617,0.0733,160.06,0.366,0.543,0.0,4,0.761,2,211760,-7.119,0.471,1
spotify:track:6tG5G78USqn2NTHhApWFKU,Suge,[Koba LaD],68,0.622,0.0883,149.928,0.419,0.172,0.0,4,0.585,5,194213,-6.398,0.604,0
spotify:track:4UOXo3xWnxYdTf3sFyRaUG,500 PS,"[Bonez MC, RAF Camora]",81,0.924,0.0902,139.976,0.0439,0.391,0.00448,4,0.805,7,181971,-5.883,0.836,0
spotify:track:4Bj3usjRTckEJARO0dLbDf,Kokain,"[Bonez MC, RAF Camora, Gzuz]",80,0.677,0.543,170.117,0.363,0.231,0.0,4,0.615,5,209232,-7.906,0.608,0
spotify:track:2SRVj6ceeIffVEm9NFyRHI,Nummer unterdrückt,"[Bonez MC, RAF Camora]",79,0.749,0.15,139.962,0.0881,0.2,0.00124,4,0.812,0,208795,-6.296,0.773,1
spotify:track:5UtiebKGhsSce9gX1qCqic,BONNIE & CLYDE,"[Loredana, Mozzik]",81,0.62,0.085,169.985,0.266,0.11,1.61e-05,4,0.792,8,175907,-4.832,0.637,0
spotify:track:4HIv1dRF270YMyfvuxnF0d,Risiko,"[Bonez MC, RAF Camora]",77,0.737,0.159,117.027,0.0931,0.155,0.407,4,0.772,5,223381,-7.211,0.229,1
spotify:track:4XHP5B63UsW0GniEx7oMHu,Ja Mann!,"[Bonez MC, RAF Camora]",75,0.749,0.0971,101.95,0.364,0.432,0.000118,4,0.748,8,188435,-7.645,0.386,1
spotify:track:6Cy4jkukjKnIqGYkU7xCeF,Kompanie,"[Bonez MC, RAF Camora, Hanybal]",75,0.65,0.12,109.88,0.189,0.171,1.97e-05,4,0.815,1,159127,-7.031,0.352,1
spotify:track:4JxvECbZ3Oes1eUrmhQNSH,Prominent,"[Bonez MC, RAF Camora]",75,0.557,0.101,93.996,0.234,0.558,0.0,4,0.671,11,158555,-7.71,0.414,0
spotify:track:0oZyouBDStcJEUbTmSfys2,Facetime,[Dardan],80,0.682,0.113,102.004,0.173,0.319,0.0,4,0.701,4,192947,-6.873,0.446,0
spotify:track:7kh5weCB2Jm19XOg1XtOpe,MoneyGram,[Luciano],78,0.796,0.148,160.037,0.216,0.0522,0.000369,4,0.781,0,157800,-6.174,0.575,1
spotify:track:3uMpllxUKlpuXHczoHJ0U5,Von ihnen gelernt,"[Bonez MC, RAF Camora]",74,0.7,0.126,115.948,0.0417,0.122,0.000284,4,0.636,4,232124,-6.445,0.237,0
spotify:track:6XjEOPgbgHKcaHcunEHSJJ,UFF,"[Veysel, Gzuz]",79,0.828,0.314,139.972,0.232,0.041,0.0,4,0.815,4,167627,-3.559,0.311,1
spotify:track:2eNSyVH3sNPiAj9WpRYK73,Dior 2001,[RIN],71,0.699,0.123,76.854,0.143,0.0117,0.093,4,0.43,1,192941,-5.892,0.473,1
spotify:track:2x2rt9LTpn2ofDPWnzRmgV,Alien,"[Bonez MC, RAF Camora]",74,0.577,0.148,104.711,0.267,0.352,0.0389,4,0.677,2,214381,-7.955,0.166,1
spotify:track:5d35jcJj7WjDQBOHCHPY6t,Melodien (feat. Juju),"[Capital Bra, Juju]",80,0.529,0.0944,100.262,0.143,0.0849,0.0,4,0.751,11,159518,-7.407,0.33,0
spotify:track:610WYIsrvfJyEXTbtz45Mm,100,"[Bonez MC, RAF Camora, Trettmann, KitschKrieg]",74,0.464,0.0724,93.013,0.452,0.263,0.0,4,0.703,0,218633,-9.282,0.726,1
spotify:track:3nwG4L1J4a8MXq4R01Hilb,Inshallah (feat. Capital Bra),"[Bushido, Capital Bra]",76,0.759,0.125,159.228,0.309,0.101,0.0,4,0.54,9,173299,-4.874,0.272,0
spotify:track:2GZclC05PpJPT3JZbFgywD,MDMA,"[Bonez MC, RAF Camora]",73,0.558,0.194,122.113,0.349,0.305,0.00063,3,0.63,9,186374,-9.043,0.295,0
spotify:track:6AeDcN4Qqe71Jp4p46uyID,Nein,"[Bonez MC, RAF Camora]",72,0.749,0.102,172.061,0.0625,0.168,0.00967,4,0.594,1,194987,-6.017,0.533,0
spotify:track:2ScbGzrUTiywyaUS1MRUTJ,Krimineller,"[Bonez MC, RAF Camora, Kontra K]",72,0.77,0.136,112.997,0.169,0.503,0.000668,4,0.819,4,187503,-6.581,0.505,0
spotify:track:2HZDTyDJw4bFK9VQd75m9B,Prophezeit,"[Bonez MC, RAF Camora]",71,0.799,0.248,158.981,0.14,0.268,1.92e-05,5,0.496,10,162291,-5.499,0.261,0
spotify:track:214Mx6MSJhtaO1uPtZGqLH,Copacabana,"[Leon Machère, Stard Ova, KALUMA]",77,0.849,0.156,97.893,0.24,0.0598,0.0,4,0.735,2,209407,-5.709,0.623,1
spotify:track:0jB0RNZIfaihaDKNmdrI40,Casanova,"[Summer Cem, Bausa]",77,0.588,0.117,143.971,0.0721,0.0971,0.0,4,0.709,1,206813,-4.461,0.195,1
spotify:track:4IAVIBh9jbYN30DwpHFMD4,INTERNATIONAL GANGSTAS,"[Farid Bang, Capo, 6ix9ine, SCH]",77,0.622,0.099,148.04,0.203,0.0965,0.0,4,0.74,1,286280,-6.297,0.393,1
spotify:track:0VNlBq4JKqvlIlveSwC4WJ,Mercedes,[Eno],77,0.782,0.104,77.511,0.258,0.381,0.0,4,0.775,6,208000,-6.435,0.802,1
spotify:track:60upMX2FTSSL76cg5ztvGA,Roadrunner,[Samra],73,0.733,0.178,103.856,0.457,0.14,0.0,4,0.68,2,172067,-5.618,0.614,0
spotify:track:5psDugCQ2V8uayDeSuTvdD,"Immer wenn wir uns sehn (""Das schönste Mädchen der Welt"", Soundtrack)","[LEA, Cyril]",76,0.779,0.16,169.796,0.26,0.397,0.0,4,0.582,1,185013,-4.797,0.468,0
spotify:track:5SjeePcIepdfjKVHM3tfw1,Chaya (feat. Trettmann),"[Nura, Trettmann]",73,0.569,0.113,100.06,0.0612,0.11,0.0,4,0.824,9,156080,-5.972,0.239,0
spotify:track:3yhaXZury9ZUpfXvdvuWiB,Vagabund,[Bausa],76,0.557,0.0812,102.94,0.0536,0.224,0.000587,4,0.894,2,153188,-7.655,0.651,1
spotify:track:0tp6mwUt99QnfY95T30Lqj,Blah Blah Blah,[Armin van Buuren],69,0.963,0.294,103.406,0.0682,0.00882,0.00357,3,0.378,5,183519,-3.911,0.16,0
spotify:track:4mGxpq4nAOz9ZHe7GmPcgO,BlaBla,"[Azzi Memo, Nimo]",61,0.788,0.0938,111.975,0.248,0.0366,3.41e-06,4,0.852,6,216717,-6.369,0.524,1
spotify:track:3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),"[Kris Kross Amsterdam, The Boy Next Door, Conor Maynard]",85,0.765,0.231,109.989,0.0621,0.151,0.0,4,0.734,7,163636,-5.562,0.518,1
spotify:track:4PMkSxnB7s6930ScKATKLa,Malle,"[Eno, XATAR]",69,0.727,0.093,139.792,0.383,0.0413,0.0,4,0.783,5,181714,-8.332,0.742,1
spotify:track:0eKKoqxVuKTQAfzNXlCeCD,Für Euch alle (feat. Samra & Capital Bra),"[Bushido, Samra, Capital Bra]",63,0.588,0.0874,159.975,0.509,0.0627,2.59e-06,4,0.716,11,258400,-6.457,0.368,0
spotify:track:5qFeMRz4TvetPmzjre9Dq7,No Es Justo,"[J Balvin, Zion & Lennox]",86,0.811,0.0871,87.866,0.0714,0.161,0.000363,4,0.684,7,250840,-4.494,0.721,1
spotify:track:6oGQpaoaJd2tnVob3zi8S4,Aerolínea Carrillo,"[T3R Elemento, Gerardo Ortiz]",81,0.561,0.198,114.405,0.0318,0.337,0.0,3,0.669,1,174276,-6.613,0.867,1
spotify:track:62o8KoI44JfN7aYxgTnPvh,Mala Mía,[Maluma],89,0.752,0.232,180.049,0.345,0.31,0.0,4,0.749,6,183753,-4.883,0.901,1
spotify:track:3RD0PGolM0mETGHaprwgMn,Culpables,[Manuel Turizo],84,0.31,0.198,177.601,0.296,0.94,5.65e-06,4,0.573,3,233930,-11.134,0.764,1
spotify:track:7DrluKkTviBwCc8AV3VGmf,Clandestino,"[Shakira, Maluma]",88,0.822,0.349,165.842,0.16,0.39,3.37e-05,4,0.766,1,231921,-4.126,0.881,0
spotify:track:00EPIEnX1JFjff8sC6bccd,No Me Acuerdo,"[Thalía, Natti Natasha]",87,0.799,0.092,94.033,0.0873,0.187,0.0,4,0.836,7,217653,-4.247,0.772,0
spotify:track:2ijef6ni2amuunRoKTlgww,Sin Pijama,"[Becky G, Natti Natasha]",90,0.745,0.104,94.014,0.0464,0.354,2.93e-05,4,0.791,11,188560,-3.695,0.82,0
spotify:track:63USmok1OioBzKuWGW9wAg,Nunca Es Suficiente,"[Los Angeles Azules, Natalia Lafourcade]",62,0.518,0.0891,94.001,0.0406,0.398,0.0,4,0.789,2,266213,-5.417,0.78,0
spotify:track:6rbhaJsE4uLzpPf8WYSHDK,Asesina,"[Brytiago, Darell]",88,0.663,0.114,94.215,0.27,0.614,0.0,4,0.845,10,187213,-5.233,0.508,0
spotify:track:6o8ogTrSX8H0F66Pdz3Tsc,Baby Girl (feat. Lalo Ebratt),"[Mario Bautista, Lalo Ebratt]",79,0.705,0.202,103.009,0.199,0.0275,0.000138,4,0.804,1,218470,-5.272,0.45,1
spotify:track:1Cxd4ZJJ9VOQQpNcpdcZEQ,Cuando Nadie Ve,[Morat],83,0.788,0.215,96.005,0.0598,0.118,0.0,4,0.804,1,219184,-4.586,0.837,0
spotify:track:2QmsKag0YaqhAbpR9Nwmpn,Epa Wei,[Danny Ocean],83,0.82,0.091,107.833,0.155,0.233,0.0,4,0.688,6,208254,-4.715,0.804,0
spotify:track:1LO951RWD10l9Vys0NrFty,No Te Contaron Mal,[Christian Nodal],77,0.57,0.143,163.2,0.0374,0.388,0.0,4,0.617,9,156947,-3.074,0.632,0
spotify:track:0VKkyBKCXyR99navhVRqcP,La Player (Bandolera),[Zion & Lennox],86,0.838,0.0935,93.996,0.0633,0.16,0.0,4,0.769,2,249609,-5.238,0.602,1
spotify:track:0mAGeks6ns4FZWBPkjD9HR,La Mujer Perfecta,[KURT],76,0.488,0.109,155.11,0.0669,0.242,8.09e-06,4,0.824,9,217907,-9.112,0.878,1
spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Ahora Te Puedes Marchar,[Luis Miguel],78,0.877,0.0627,133.263,0.0427,0.148,2.36e-06,4,0.78,6,191973,-3.683,0.909,0
spotify:track:0oCSitNlzsQfuIapF9tXRQ,A Través Del Vaso,[Grupo Arranke],77,0.694,0.347,143.851,0.0297,0.358,1.31e-05,3,0.612,5,188662,-2.979,0.92,1
spotify:track:3IPJg1sdqLj12kFIndaonN,No Hay Nadie Más,[Sebastian Yatra],79,0.379,0.106,105.108,0.0339,0.861,0.0,4,0.695,6,199733,-9.096,0.808,1
spotify:track:2r77vqSZkOktTSgmAOoHsV,Chica Paranormal,[Paulo Londra],84,0.596,0.0897,139.937,0.0918,0.216,0.0,4,0.84,6,221214,-4.319,0.71,0
spotify:track:3TnhQSRwT3AVMdXw5JPq0x,Nena Maldicion (feat. Lenny Tavarez),"[Paulo Londra, Lenny Tavárez]",83,0.631,0.146,118.969,0.0544,0.178,0.0,4,0.762,6,228875,-4.837,0.379,1
spotify:track:5OUGSwa2eadrcAsMdUItmO,Mejor Me Alejo,[Banda Sinaloense MS de Sergio Lizárraga],69,0.378,0.106,124.084,0.0431,0.206,3.95e-06,4,0.823,0,201960,-6.906,0.54,1
spotify:track:2alIsNw1mqEShbWyO1HXZZ,Por Perro,"[Sebastian Yatra, Luis Figueroa, Lary Over]",77,0.762,0.0852,172.009,0.0501,0.429,0.0,4,0.684,0,245440,-5.18,0.892,1
spotify:track:6jA8JUuPCGYjFcgw0AoM5T,Me Niego,"[Reik, Ozuna, Wisin]",86,0.779,0.636,94.023,0.0972,0.0543,0.0,4,0.777,0,221653,-4.449,0.768,0
spotify:track:7nD2JPaxIKUdxd2UWgnaGL,Toda - Remix,"[Alex Rose, Rauw Alejandro, Cazzu, Lenny Tavárez, Lyanno]",87,0.452,0.0672,80.04,0.124,0.16,0.0,4,0.512,5,367680,-7.217,0.364,0
spotify:track:6De0lHrwBfPfrhorm9q1Xl,Me Rehúso,[Danny Ocean],83,0.804,0.0494,104.823,0.0677,0.0231,0.0,4,0.744,1,205715,-6.327,0.426,1
spotify:track:45sVRPegWSGpIcsrDoaaCY,En Peligro de Extinción,[La Adictiva Banda San José de Mesillas],76,0.483,0.241,123.566,0.0281,0.219,2.33e-06,4,0.709,0,234198,-3.734,0.834,1
spotify:track:1j6xOGusnyXq3l6IryKF3G,Déjala Que Vuelva (feat. Manuel Turizo),"[Piso 21, Manuel Turizo]",74,0.788,0.0753,170.019,0.0785,0.0482,0.0,4,0.681,1,220117,-4.323,0.839,1
spotify:track:4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","[Sofia Reyes, Jason Derulo, De La Ghetto]",85,0.895,0.0501,94.968,0.0589,0.165,0.0,4,0.792,1,201526,-3.112,0.794,0
spotify:track:7BwxbmYFy0l3ROHDjV2c14,Culpable O No - Miénteme Como Siempre,[Luis Miguel],76,0.367,0.0433,70.276,0.0277,0.0367,0.0,4,0.54,0,237240,-14.238,0.252,1
spotify:track:442ctQ3OBBk8aMo3Ma3wRX,Culo,"[Bizzey, Frenna, KM, Ramiks]",79,0.854,0.322,174.054,0.111,0.119,0.00408,4,0.689,8,196638,-3.602,0.796,1
spotify:track:4kuexchmxuc5NXmokfo1WH,Verleden Tijd,"[Frenna, Lil' Kleine]",81,0.661,0.114,104.884,0.0916,0.131,5.45e-06,4,0.771,10,195469,-6.718,0.183,1
spotify:track:27NrAjsDk7GoH6ybEXkrC5,RATATA,[Boef],73,0.514,0.156,180.059,0.309,0.139,0.0,4,0.789,7,170812,-7.788,0.29,1
spotify:track:3XfnssSD9HMQ9LhVOJvXTE,Djadja,[Aya Nakamura],81,0.698,0.113,97.985,0.244,0.117,0.0,4,0.832,5,170160,-6.215,0.559,1
